BioNavigator Version	6.3.67.0	PamGrid Version	
spotRow,spotCol,ID,Barcode,Row,Median_SigmBg
4,3,FGFR2_762_774,641129101,3,32.0
4,3,FGFR2_762_774,641129101,3,66.0
4,3,FGFR2_762_774,641129101,4,12.0
4,3,FGFR2_762_774,641129101,4,24.0
4,3,FGFR2_762_774,641129101,4,65.0
4,3,FGFR2_762_774,641129101,4,130.0
4,3,FGFR2_762_774,641129101,4,258.0
4,4,ACHD_383_395,641129101,1,-1.0
4,4,ACHD_383_395,641129101,1,1.0
4,4,ACHD_383_395,641129101,1,-3.0
4,4,ACHD_383_395,641129101,1,2.0
4,4,ACHD_383_395,641129101,1,0.0
4,4,ACHD_383_395,641129101,2,6.0
4,4,ACHD_383_395,641129101,2,12.0
4,4,ACHD_383_395,641129101,2,28.0
4,4,ACHD_383_395,641129101,2,67.0
4,4,ACHD_383_395,641129101,2,126.0
4,4,ACHD_383_395,641129101,3,-3.0
4,4,ACHD_383_395,641129101,3,0.0
4,4,ACHD_383_395,641129101,3,-3.0
4,4,ACHD_383_395,641129101,3,-4.0
4,4,ACHD_383_395,641129101,3,-12.0
4,4,ACHD_383_395,641129101,4,2.0
4,4,ACHD_383_395,641129101,4,4.0
4,4,ACHD_383_395,641129101,4,13.0
4,4,ACHD_383_395,641129101,4,25.0
4,4,ACHD_383_395,641129101,4,49.0
4,5,AMPE_5_17,641129101,1,0.0
4,5,AMPE_5_17,641129101,1,0.0
4,5,AMPE_5_17,641129101,1,-2.0
4,5,AMPE_5_17,641129101,1,0.0
4,5,AMPE_5_17,641129101,1,0.0
4,5,AMPE_5_17,641129101,2,-2.0
4,5,AMPE_5_17,641129101,2,-2.0
4,5,AMPE_5_17,641129101,2,-7.0
4,5,AMPE_5_17,641129101,2,-9.0
4,5,AMPE_5_17,641129101,2,-24.0
4,5,AMPE_5_17,641129101,3,0.0
4,5,AMPE_5_17,641129101,3,-1.0
4,5,AMPE_5_17,641129101,3,0.0
4,5,AMPE_5_17,641129101,3,-2.0
4,5,AMPE_5_17,641129101,3,-2.0
4,5,AMPE_5_17,641129101,4,0.0
4,5,AMPE_5_17,641129101,4,1.0
4,5,AMPE_5_17,641129101,4,1.0
4,5,AMPE_5_17,641129101,4,-3.0
4,5,AMPE_5_17,641129101,4,-5.0
4,6,B3AT_39_51,641129101,1,0.0
4,6,B3AT_39_51,641129101,1,1.0
4,6,B3AT_39_51,641129101,1,0.0
4,6,B3AT_39_51,641129101,1,6.0
4,6,B3AT_39_51,641129101,1,3.0
4,6,B3AT_39_51,641129101,2,3.0
4,6,B3AT_39_51,641129101,2,12.0
4,6,B3AT_39_51,641129101,2,29.0
4,6,B3AT_39_51,641129101,2,61.0
4,6,B3AT_39_51,641129101,2,121.0
4,6,B3AT_39_51,641129101,3,0.0
4,6,B3AT_39_51,641129101,3,-1.0
4,6,B3AT_39_51,641129101,3,1.0
4,6,B3AT_39_51,641129101,3,-4.0
4,6,B3AT_39_51,641129101,3,-8.0
4,6,B3AT_39_51,641129101,4,3.0
4,6,B3AT_39_51,641129101,4,4.0
4,6,B3AT_39_51,641129101,4,9.0
4,6,B3AT_39_51,641129101,4,20.0
4,6,B3AT_39_51,641129101,4,39.0
4,7,C1R_199_211,641129101,1,0.0
4,7,C1R_199_211,641129101,1,1.0
4,7,C1R_199_211,641129101,1,5.0
4,7,C1R_199_211,641129101,1,7.0
4,7,C1R_199_211,641129101,1,10.0
4,7,C1R_199_211,641129101,2,0.0
4,7,C1R_199_211,641129101,2,0.0
4,7,C1R_199_211,641129101,2,1.0
4,7,C1R_199_211,641129101,2,5.0
4,7,C1R_199_211,641129101,2,9.0
4,7,C1R_199_211,641129101,3,0.0
4,7,C1R_199_211,641129101,3,-2.0
4,7,C1R_199_211,641129101,3,-1.0
4,7,C1R_199_211,641129101,3,-2.0
4,7,C1R_199_211,641129101,3,-1.0
4,7,C1R_199_211,641129101,4,1.0
4,7,C1R_199_211,641129101,4,1.0
4,7,C1R_199_211,641129101,4,2.0
4,7,C1R_199_211,641129101,4,-1.0
4,7,C1R_199_211,641129101,4,1.0
4,8,CALM_93_105,641129101,1,1.0
4,8,CALM_93_105,641129101,1,1.0
4,8,CALM_93_105,641129101,1,3.0
4,8,CALM_93_105,641129101,1,1.0
4,8,CALM_93_105,641129101,1,9.0
4,8,CALM_93_105,641129101,2,-1.0
4,8,CALM_93_105,641129101,2,-2.0
4,8,CALM_93_105,641129101,2,-7.0
4,8,CALM_93_105,641129101,2,-14.0
4,8,CALM_93_105,641129101,2,-29.0
4,8,CALM_93_105,641129101,3,1.0
4,8,CALM_93_105,641129101,3,0.0
4,8,CALM_93_105,641129101,3,-1.0
4,8,CALM_93_105,641129101,3,1.0
4,8,CALM_93_105,641129101,3,-2.0
4,8,CALM_93_105,641129101,4,0.0
4,8,CALM_93_105,641129101,4,1.0
4,8,CALM_93_105,641129101,4,-5.0
4,8,CALM_93_105,641129101,4,-7.0
4,8,CALM_93_105,641129101,4,-19.0
4,9,CALM_95_107,641129101,1,1.0
4,9,CALM_95_107,641129101,1,1.0
4,9,CALM_95_107,641129101,1,0.0
4,9,CALM_95_107,641129101,1,6.0
4,9,CALM_95_107,641129101,1,13.0
4,9,CALM_95_107,641129101,2,10.0
4,9,CALM_95_107,641129101,2,18.0
4,9,CALM_95_107,641129101,2,54.0
4,9,CALM_95_107,641129101,2,113.0
4,9,CALM_95_107,641129101,2,219.0
4,9,CALM_95_107,641129101,3,0.0
4,9,CALM_95_107,641129101,3,0.0
4,9,CALM_95_107,641129101,3,2.0
4,9,CALM_95_107,641129101,3,1.0
4,9,CALM_95_107,641129101,3,3.0
4,9,CALM_95_107,641129101,4,7.0
4,9,CALM_95_107,641129101,4,12.0
4,9,CALM_95_107,641129101,4,33.0
4,9,CALM_95_107,641129101,4,67.0
4,9,CALM_95_107,641129101,4,136.0
4,10,CDK7_157_169,641129101,1,0.0
4,10,CDK7_157_169,641129101,1,1.0
4,10,CDK7_157_169,641129101,1,2.0
4,10,CDK7_157_169,641129101,1,3.0
4,10,CDK7_157_169,641129101,1,6.0
4,10,CDK7_157_169,641129101,2,6.0
4,10,CDK7_157_169,641129101,2,8.0
4,10,CDK7_157_169,641129101,2,26.0
4,10,CDK7_157_169,641129101,2,54.0
4,10,CDK7_157_169,641129101,2,110.0
4,10,CDK7_157_169,641129101,3,1.0
4,10,CDK7_157_169,641129101,3,2.0
4,10,CDK7_157_169,641129101,3,1.0
4,10,CDK7_157_169,641129101,3,0.0
4,10,CDK7_157_169,641129101,3,0.0
4,10,CDK7_157_169,641129101,4,3.0
4,10,CDK7_157_169,641129101,4,2.0
4,10,CDK7_157_169,641129101,4,10.0
4,10,CDK7_157_169,641129101,4,18.0
4,10,CDK7_157_169,641129101,4,39.0
4,11,CRK_214_226,641129101,1,-1.0
4,11,CRK_214_226,641129101,1,0.0
4,11,CRK_214_226,641129101,1,-3.0
4,11,CRK_214_226,641129101,1,-4.0
4,11,CRK_214_226,641129101,1,-8.0
4,11,CRK_214_226,641129101,2,8.0
4,11,CRK_214_226,641129101,2,19.0
4,11,CRK_214_226,641129101,2,51.0
4,11,CRK_214_226,641129101,2,103.0
4,11,CRK_214_226,641129101,2,213.0
4,11,CRK_214_226,641129101,3,-1.0
4,11,CRK_214_226,641129101,3,-2.0
4,11,CRK_214_226,641129101,3,2.0
4,11,CRK_214_226,641129101,3,0.0
4,11,CRK_214_226,641129101,3,1.0
4,11,CRK_214_226,641129101,4,2.0
4,11,CRK_214_226,641129101,4,9.0
4,11,CRK_214_226,641129101,4,21.0
4,11,CRK_214_226,641129101,4,46.0
4,11,CRK_214_226,641129101,4,93.0
4,12,DDR1_506_518,641129101,1,-2.0
4,12,DDR1_506_518,641129101,1,-4.0
4,12,DDR1_506_518,641129101,1,-13.0
4,12,DDR1_506_518,641129101,1,-24.0
4,12,DDR1_506_518,641129101,1,-45.0
4,12,DDR1_506_518,641129101,2,-1.0
4,12,DDR1_506_518,641129101,2,-6.0
4,12,DDR1_506_518,641129101,2,-13.0
4,12,DDR1_506_518,641129101,2,-24.0
4,12,DDR1_506_518,641129101,2,-54.0
4,12,DDR1_506_518,641129101,3,-2.0
4,12,DDR1_506_518,641129101,3,-5.0
4,12,DDR1_506_518,641129101,3,-9.0
4,12,DDR1_506_518,641129101,3,-24.0
4,12,DDR1_506_518,641129101,3,-47.0
4,12,DDR1_506_518,641129101,4,-2.0
4,12,DDR1_506_518,641129101,4,-6.0
4,12,DDR1_506_518,641129101,4,-14.0
4,12,DDR1_506_518,641129101,4,-34.0
4,12,DDR1_506_518,641129101,4,-68.0
4,13,PRGR_786_798,641129101,1,0.0
4,13,PRGR_786_798,641129101,1,0.0
4,13,PRGR_786_798,641129101,1,0.0
4,13,PRGR_786_798,641129101,1,1.0
4,13,PRGR_786_798,641129101,1,2.0
4,13,PRGR_786_798,641129101,2,18.0
4,13,PRGR_786_798,641129101,2,32.0
4,13,PRGR_786_798,641129101,2,92.0
4,13,PRGR_786_798,641129101,2,187.0
4,13,PRGR_786_798,641129101,2,372.0
4,13,PRGR_786_798,641129101,3,1.0
4,13,PRGR_786_798,641129101,3,0.0
4,13,PRGR_786_798,641129101,3,1.0
4,13,PRGR_786_798,641129101,3,3.0
4,13,PRGR_786_798,641129101,3,5.0
4,13,PRGR_786_798,641129101,4,3.0
4,13,PRGR_786_798,641129101,4,6.0
4,13,PRGR_786_798,641129101,4,17.0
4,13,PRGR_786_798,641129101,4,33.0
4,13,PRGR_786_798,641129101,4,76.0
4,14,EPHA1_774_786,641129101,1,2.0
4,14,EPHA1_774_786,641129101,1,3.0
4,14,EPHA1_774_786,641129101,1,10.0
4,14,EPHA1_774_786,641129101,1,20.0
4,14,EPHA1_774_786,641129101,1,40.0
4,14,EPHA1_774_786,641129101,2,269.0
4,14,EPHA1_774_786,641129101,2,536.0
4,14,EPHA1_774_786,641129101,2,1344.0
4,14,EPHA1_774_786,641129101,2,2650.0
4,14,EPHA1_774_786,641129101,2,2997.0
4,14,EPHA1_774_786,641129101,3,5.0
4,14,EPHA1_774_786,641129101,3,7.0
4,14,EPHA1_774_786,641129101,3,22.0
4,14,EPHA1_774_786,641129101,3,48.0
4,14,EPHA1_774_786,641129101,3,95.0
4,14,EPHA1_774_786,641129101,4,73.0
4,14,EPHA1_774_786,641129101,4,148.0
4,14,EPHA1_774_786,641129101,4,369.0
4,14,EPHA1_774_786,641129101,4,743.0
4,14,EPHA1_774_786,641129101,4,1476.0
5,1,CD79A_181_193,641129101,1,77.0
5,1,CD79A_181_193,641129101,1,155.0
5,1,CD79A_181_193,641129101,1,383.0
5,1,CD79A_181_193,641129101,1,775.0
5,1,CD79A_181_193,641129101,1,1532.0
5,1,CD79A_181_193,641129101,2,1366.0
5,1,CD79A_181_193,641129101,2,2645.0
5,1,CD79A_181_193,641129101,2,3488.0
5,1,CD79A_181_193,641129101,2,2989.0
5,1,CD79A_181_193,641129101,2,2012.0
5,1,CD79A_181_193,641129101,3,177.0
5,1,CD79A_181_193,641129101,3,356.0
5,1,CD79A_181_193,641129101,3,878.0
5,1,CD79A_181_193,641129101,3,1757.0
5,1,CD79A_181_193,641129101,3,3444.0
5,1,CD79A_181_193,641129101,4,913.0
5,1,CD79A_181_193,641129101,4,1825.0
5,1,CD79A_181_193,641129101,4,3660.0
5,1,CD79A_181_193,641129101,4,3331.0
5,1,CD79A_181_193,641129101,4,2672.0
5,2,ANXA1_14_26,641129101,1,2.0
5,2,ANXA1_14_26,641129101,1,4.0
5,2,ANXA1_14_26,641129101,1,12.0
5,2,ANXA1_14_26,641129101,1,32.0
5,2,ANXA1_14_26,641129101,1,53.0
5,2,ANXA1_14_26,641129101,2,75.0
5,2,ANXA1_14_26,641129101,2,151.0
5,2,ANXA1_14_26,641129101,2,374.0
5,2,ANXA1_14_26,641129101,2,756.0
5,2,ANXA1_14_26,641129101,2,1503.0
5,2,ANXA1_14_26,641129101,3,1.0
5,2,ANXA1_14_26,641129101,3,4.0
5,2,ANXA1_14_26,641129101,3,7.0
5,2,ANXA1_14_26,641129101,3,16.0
5,2,ANXA1_14_26,641129101,3,31.0
5,2,ANXA1_14_26,641129101,4,25.0
5,2,ANXA1_14_26,641129101,4,49.0
5,2,ANXA1_14_26,641129101,4,138.0
5,2,ANXA1_14_26,641129101,4,269.0
5,2,ANXA1_14_26,641129101,4,531.0
5,3,EGFR_1165_1177,641129101,1,3.0
5,3,EGFR_1165_1177,641129101,1,5.0
5,3,EGFR_1165_1177,641129101,1,11.0
5,3,EGFR_1165_1177,641129101,1,24.0
5,3,EGFR_1165_1177,641129101,1,43.0
5,3,EGFR_1165_1177,641129101,2,11.0
5,3,EGFR_1165_1177,641129101,2,21.0
5,3,EGFR_1165_1177,641129101,2,51.0
5,3,EGFR_1165_1177,641129101,2,109.0
5,3,EGFR_1165_1177,641129101,2,200.0
5,3,EGFR_1165_1177,641129101,3,4.0
5,3,EGFR_1165_1177,641129101,3,4.0
5,3,EGFR_1165_1177,641129101,3,3.0
5,3,EGFR_1165_1177,641129101,3,26.0
5,3,EGFR_1165_1177,641129101,3,59.0
5,3,EGFR_1165_1177,641129101,4,7.0
5,3,EGFR_1165_1177,641129101,4,11.0
5,3,EGFR_1165_1177,641129101,4,36.0
5,3,EGFR_1165_1177,641129101,4,73.0
5,3,EGFR_1165_1177,641129101,4,143.0
5,4,DYR1A_212_224,641129101,1,-1.0
5,4,DYR1A_212_224,641129101,1,-2.0
5,4,DYR1A_212_224,641129101,1,-3.0
5,4,DYR1A_212_224,641129101,1,-12.0
5,4,DYR1A_212_224,641129101,1,-19.0
5,4,DYR1A_212_224,641129101,2,3.0
5,4,DYR1A_212_224,641129101,2,4.0
5,4,DYR1A_212_224,641129101,2,14.0
5,4,DYR1A_212_224,641129101,2,26.0
5,4,DYR1A_212_224,641129101,2,54.0
5,4,DYR1A_212_224,641129101,3,-2.0
5,4,DYR1A_212_224,641129101,3,0.0
5,4,DYR1A_212_224,641129101,3,-5.0
5,4,DYR1A_212_224,641129101,3,-10.0
5,4,DYR1A_212_224,641129101,3,-19.0
5,4,DYR1A_212_224,641129101,4,0.0
5,4,DYR1A_212_224,641129101,4,1.0
5,4,DYR1A_212_224,641129101,4,4.0
5,4,DYR1A_212_224,641129101,4,8.0
5,4,DYR1A_212_224,641129101,4,11.0
5,5,EGFR_1062_1074,641129101,1,-1.0
5,5,EGFR_1062_1074,641129101,1,-1.0
5,5,EGFR_1062_1074,641129101,1,-3.0
5,5,EGFR_1062_1074,641129101,1,-6.0
5,5,EGFR_1062_1074,641129101,1,-9.0
5,5,EGFR_1062_1074,641129101,2,-5.0
5,5,EGFR_1062_1074,641129101,2,-6.0
5,5,EGFR_1062_1074,641129101,2,-19.0
5,5,EGFR_1062_1074,641129101,2,-40.0
5,5,EGFR_1062_1074,641129101,2,-77.0
5,5,EGFR_1062_1074,641129101,3,1.0
5,5,EGFR_1062_1074,641129101,3,-1.0
5,5,EGFR_1062_1074,641129101,3,-3.0
5,5,EGFR_1062_1074,641129101,3,0.0
5,5,EGFR_1062_1074,641129101,3,-7.0
5,5,EGFR_1062_1074,641129101,4,-2.0
5,5,EGFR_1062_1074,641129101,4,-3.0
5,5,EGFR_1062_1074,641129101,4,-5.0
5,5,EGFR_1062_1074,641129101,4,-9.0
5,5,EGFR_1062_1074,641129101,4,-27.0
5,6,EGFR_1118_1130,641129101,1,0.0
5,6,EGFR_1118_1130,641129101,1,0.0
5,6,EGFR_1118_1130,641129101,1,-1.0
5,6,EGFR_1118_1130,641129101,1,-1.0
5,6,EGFR_1118_1130,641129101,1,0.0
5,6,EGFR_1118_1130,641129101,2,4.0
5,6,EGFR_1118_1130,641129101,2,8.0
5,6,EGFR_1118_1130,641129101,2,20.0
5,6,EGFR_1118_1130,641129101,2,39.0
5,6,EGFR_1118_1130,641129101,2,74.0
5,6,EGFR_1118_1130,641129101,3,1.0
5,6,EGFR_1118_1130,641129101,3,1.0
5,6,EGFR_1118_1130,641129101,3,4.0
5,6,EGFR_1118_1130,641129101,3,9.0
5,6,EGFR_1118_1130,641129101,3,14.0
5,6,EGFR_1118_1130,641129101,4,3.0
5,6,EGFR_1118_1130,641129101,4,7.0
5,6,EGFR_1118_1130,641129101,4,14.0
5,6,EGFR_1118_1130,641129101,4,29.0
5,6,EGFR_1118_1130,641129101,4,61.0
5,7,EGFR_1190_1202,641129101,1,0.0
5,7,EGFR_1190_1202,641129101,1,1.0
5,7,EGFR_1190_1202,641129101,1,6.0
5,7,EGFR_1190_1202,641129101,1,7.0
5,7,EGFR_1190_1202,641129101,1,21.0
5,7,EGFR_1190_1202,641129101,2,6.0
5,7,EGFR_1190_1202,641129101,2,12.0
5,7,EGFR_1190_1202,641129101,2,33.0
5,7,EGFR_1190_1202,641129101,2,78.0
5,7,EGFR_1190_1202,641129101,2,150.0
5,7,EGFR_1190_1202,641129101,3,0.0
5,7,EGFR_1190_1202,641129101,3,1.0
5,7,EGFR_1190_1202,641129101,3,1.0
5,7,EGFR_1190_1202,641129101,3,1.0
5,7,EGFR_1190_1202,641129101,3,-2.0
5,7,EGFR_1190_1202,641129101,4,6.0
5,7,EGFR_1190_1202,641129101,4,10.0
5,7,EGFR_1190_1202,641129101,4,26.0
5,7,EGFR_1190_1202,641129101,4,59.0
5,7,EGFR_1190_1202,641129101,4,117.0
5,8,EGFR_862_874,641129101,1,-1.0
5,8,EGFR_862_874,641129101,1,-1.0
5,8,EGFR_862_874,641129101,1,-3.0
5,8,EGFR_862_874,641129101,1,-5.0
5,8,EGFR_862_874,641129101,1,-13.0
5,8,EGFR_862_874,641129101,2,7.0
5,8,EGFR_862_874,641129101,2,11.0
5,8,EGFR_862_874,641129101,2,26.0
5,8,EGFR_862_874,641129101,2,61.0
5,8,EGFR_862_874,641129101,2,122.0
5,8,EGFR_862_874,641129101,3,-2.0
5,8,EGFR_862_874,641129101,3,-1.0
5,8,EGFR_862_874,641129101,3,-2.0
5,8,EGFR_862_874,641129101,3,-4.0
5,8,EGFR_862_874,641129101,3,-6.0
5,8,EGFR_862_874,641129101,4,0.0
5,8,EGFR_862_874,641129101,4,3.0
5,8,EGFR_862_874,641129101,4,4.0
5,8,EGFR_862_874,641129101,4,10.0
5,8,EGFR_862_874,641129101,4,24.0
5,9,EGFR_908_920,641129101,1,-2.0
5,9,EGFR_908_920,641129101,1,-4.0
5,9,EGFR_908_920,641129101,1,-5.0
5,9,EGFR_908_920,641129101,1,-13.0
5,9,EGFR_908_920,641129101,1,-23.0
5,9,EGFR_908_920,641129101,2,-1.0
5,9,EGFR_908_920,641129101,2,-5.0
5,9,EGFR_908_920,641129101,2,-7.0
5,9,EGFR_908_920,641129101,2,-18.0
5,9,EGFR_908_920,641129101,2,-26.0
5,9,EGFR_908_920,641129101,3,-2.0
5,9,EGFR_908_920,641129101,3,-2.0
5,9,EGFR_908_920,641129101,3,-4.0
5,9,EGFR_908_920,641129101,3,-10.0
5,9,EGFR_908_920,641129101,3,-17.0
5,9,EGFR_908_920,641129101,4,-2.0
5,9,EGFR_908_920,641129101,4,-2.0
5,9,EGFR_908_920,641129101,4,-5.0
5,9,EGFR_908_920,641129101,4,-9.0
5,9,EGFR_908_920,641129101,4,-19.0
5,10,EPHA2_581_593,641129101,1,-1.0
5,10,EPHA2_581_593,641129101,1,-1.0
5,10,EPHA2_581_593,641129101,1,-1.0
5,10,EPHA2_581_593,641129101,1,-3.0
5,10,EPHA2_581_593,641129101,1,-12.0
5,10,EPHA2_581_593,641129101,2,-3.0
5,10,EPHA2_581_593,641129101,2,-4.0
5,10,EPHA2_581_593,641129101,2,-4.0
5,10,EPHA2_581_593,641129101,2,-14.0
5,10,EPHA2_581_593,641129101,2,-26.0
5,10,EPHA2_581_593,641129101,3,-1.0
5,10,EPHA2_581_593,641129101,3,-2.0
5,10,EPHA2_581_593,641129101,3,-5.0
5,10,EPHA2_581_593,641129101,3,-6.0
5,10,EPHA2_581_593,641129101,3,-15.0
5,10,EPHA2_581_593,641129101,4,-2.0
5,10,EPHA2_581_593,641129101,4,-3.0
5,10,EPHA2_581_593,641129101,4,-4.0
5,10,EPHA2_581_593,641129101,4,-11.0
5,10,EPHA2_581_593,641129101,4,-23.0
5,11,EPHA4_589_601,641129101,1,0.0
5,11,EPHA4_589_601,641129101,1,1.0
5,11,EPHA4_589_601,641129101,1,-1.0
5,11,EPHA4_589_601,641129101,1,1.0
5,11,EPHA4_589_601,641129101,1,0.0
5,11,EPHA4_589_601,641129101,2,2.0
5,11,EPHA4_589_601,641129101,2,5.0
5,11,EPHA4_589_601,641129101,2,11.0
5,11,EPHA4_589_601,641129101,2,21.0
5,11,EPHA4_589_601,641129101,2,42.0
5,11,EPHA4_589_601,641129101,3,1.0
5,11,EPHA4_589_601,641129101,3,0.0
5,11,EPHA4_589_601,641129101,3,-1.0
5,11,EPHA4_589_601,641129101,3,2.0
5,11,EPHA4_589_601,641129101,3,4.0
5,11,EPHA4_589_601,641129101,4,0.0
5,11,EPHA4_589_601,641129101,4,1.0
5,11,EPHA4_589_601,641129101,4,8.0
5,11,EPHA4_589_601,641129101,4,11.0
5,11,EPHA4_589_601,641129101,4,21.0
5,12,EPHA4_921_933,641129101,1,-1.0
5,12,EPHA4_921_933,641129101,1,1.0
5,12,EPHA4_921_933,641129101,1,-2.0
5,12,EPHA4_921_933,641129101,1,-2.0
5,12,EPHA4_921_933,641129101,1,-5.0
5,12,EPHA4_921_933,641129101,2,-2.0
5,12,EPHA4_921_933,641129101,2,-1.0
5,12,EPHA4_921_933,641129101,2,-7.0
5,12,EPHA4_921_933,641129101,2,-16.0
5,12,EPHA4_921_933,641129101,2,-32.0
5,12,EPHA4_921_933,641129101,3,-2.0
5,12,EPHA4_921_933,641129101,3,2.0
5,12,EPHA4_921_933,641129101,3,-1.0
5,12,EPHA4_921_933,641129101,3,-5.0
5,12,EPHA4_921_933,641129101,3,-4.0
5,12,EPHA4_921_933,641129101,4,-1.0
5,12,EPHA4_921_933,641129101,4,-3.0
5,12,EPHA4_921_933,641129101,4,-7.0
5,12,EPHA4_921_933,641129101,4,-15.0
5,12,EPHA4_921_933,641129101,4,-19.0
5,13,CBL_693_705,641129101,1,2.0
5,13,CBL_693_705,641129101,1,2.0
5,13,CBL_693_705,641129101,1,4.0
5,13,CBL_693_705,641129101,1,7.0
5,13,CBL_693_705,641129101,1,14.0
5,13,CBL_693_705,641129101,2,23.0
5,13,CBL_693_705,641129101,2,48.0
5,13,CBL_693_705,641129101,2,121.0
5,13,CBL_693_705,641129101,2,252.0
5,13,CBL_693_705,641129101,2,504.0
5,13,CBL_693_705,641129101,3,0.0
5,13,CBL_693_705,641129101,3,4.0
5,13,CBL_693_705,641129101,3,8.0
5,13,CBL_693_705,641129101,3,11.0
5,13,CBL_693_705,641129101,3,29.0
5,13,CBL_693_705,641129101,4,16.0
5,13,CBL_693_705,641129101,4,30.0
5,13,CBL_693_705,641129101,4,77.0
5,13,CBL_693_705,641129101,4,160.0
5,13,CBL_693_705,641129101,4,316.0
5,14,EPHB1_771_783,641129101,1,2.0
5,14,EPHB1_771_783,641129101,1,-2.0
5,14,EPHB1_771_783,641129101,1,7.0
5,14,EPHB1_771_783,641129101,1,20.0
5,14,EPHB1_771_783,641129101,1,41.0
5,14,EPHB1_771_783,641129101,2,183.0
5,14,EPHB1_771_783,641129101,2,370.0
5,14,EPHB1_771_783,641129101,2,910.0
5,14,EPHB1_771_783,641129101,2,1810.0
5,14,EPHB1_771_783,641129101,2,3065.0
5,14,EPHB1_771_783,641129101,3,2.0
5,14,EPHB1_771_783,641129101,3,5.0
5,14,EPHB1_771_783,641129101,3,13.0
5,14,EPHB1_771_783,641129101,3,26.0
5,14,EPHB1_771_783,641129101,3,51.0
5,14,EPHB1_771_783,641129101,4,51.0
5,14,EPHB1_771_783,641129101,4,100.0
5,14,EPHB1_771_783,641129101,4,252.0
5,14,EPHB1_771_783,641129101,4,510.0
5,14,EPHB1_771_783,641129101,4,1007.0
6,1,P85A_600_612,641129101,1,7.0
6,1,P85A_600_612,641129101,1,14.0
6,1,P85A_600_612,641129101,1,35.0
6,1,P85A_600_612,641129101,1,66.0
6,1,P85A_600_612,641129101,1,137.0
6,1,P85A_600_612,641129101,2,595.0
6,1,P85A_600_612,641129101,2,1183.0
6,1,P85A_600_612,641129101,2,2911.0
6,1,P85A_600_612,641129101,2,3277.0
6,1,P85A_600_612,641129101,2,2566.0
6,1,P85A_600_612,641129101,3,15.0
6,1,P85A_600_612,641129101,3,30.0
6,1,P85A_600_612,641129101,3,76.0
6,1,P85A_600_612,641129101,3,154.0
6,1,P85A_600_612,641129101,3,302.0
6,1,P85A_600_612,641129101,4,136.0
6,1,P85A_600_612,641129101,4,271.0
6,1,P85A_600_612,641129101,4,672.0
6,1,P85A_600_612,641129101,4,1321.0
6,1,P85A_600_612,641129101,4,2629.0
6,2,FGFR3_753_765,641129101,1,3.0
6,2,FGFR3_753_765,641129101,1,10.0
6,2,FGFR3_753_765,641129101,1,18.0
6,2,FGFR3_753_765,641129101,1,39.0
6,2,FGFR3_753_765,641129101,1,76.0
6,2,FGFR3_753_765,641129101,2,23.0
6,2,FGFR3_753_765,641129101,2,49.0
6,2,FGFR3_753_765,641129101,2,124.0
6,2,FGFR3_753_765,641129101,2,250.0
6,2,FGFR3_753_765,641129101,2,500.0
6,2,FGFR3_753_765,641129101,3,3.0
6,2,FGFR3_753_765,641129101,3,1.0
6,2,FGFR3_753_765,641129101,3,11.0
6,2,FGFR3_753_765,641129101,3,26.0
6,2,FGFR3_753_765,641129101,3,52.0
6,2,FGFR3_753_765,641129101,4,10.0
6,2,FGFR3_753_765,641129101,4,23.0
6,2,FGFR3_753_765,641129101,4,62.0
6,2,FGFR3_753_765,641129101,4,123.0
6,2,FGFR3_753_765,641129101,4,236.0
6,3,ERBB4_1277_1289,641129101,1,2.0
6,3,ERBB4_1277_1289,641129101,1,3.0
6,3,ERBB4_1277_1289,641129101,1,8.0
6,3,ERBB4_1277_1289,641129101,1,18.0
6,3,ERBB4_1277_1289,641129101,1,33.0
6,3,ERBB4_1277_1289,641129101,2,5.0
6,3,ERBB4_1277_1289,641129101,2,16.0
6,3,ERBB4_1277_1289,641129101,2,41.0
6,3,ERBB4_1277_1289,641129101,2,79.0
6,3,ERBB4_1277_1289,641129101,2,161.0
6,3,ERBB4_1277_1289,641129101,3,1.0
6,3,ERBB4_1277_1289,641129101,3,4.0
6,3,ERBB4_1277_1289,641129101,3,7.0
6,3,ERBB4_1277_1289,641129101,3,14.0
6,3,ERBB4_1277_1289,641129101,3,31.0
6,3,ERBB4_1277_1289,641129101,4,5.0
6,3,ERBB4_1277_1289,641129101,4,11.0
6,3,ERBB4_1277_1289,641129101,4,24.0
6,3,ERBB4_1277_1289,641129101,4,52.0
6,3,ERBB4_1277_1289,641129101,4,109.0
6,4,EPHB1_921_933,641129101,1,-1.0
6,4,EPHB1_921_933,641129101,1,-1.0
6,4,EPHB1_921_933,641129101,1,-4.0
6,4,EPHB1_921_933,641129101,1,-6.0
6,4,EPHB1_921_933,641129101,1,-9.0
6,4,EPHB1_921_933,641129101,2,0.0
6,4,EPHB1_921_933,641129101,2,3.0
6,4,EPHB1_921_933,641129101,2,0.0
6,4,EPHB1_921_933,641129101,2,7.0
6,4,EPHB1_921_933,641129101,2,13.0
6,4,EPHB1_921_933,641129101,3,-1.0
6,4,EPHB1_921_933,641129101,3,-1.0
6,4,EPHB1_921_933,641129101,3,-1.0
6,4,EPHB1_921_933,641129101,3,-2.0
6,4,EPHB1_921_933,641129101,3,-4.0
6,4,EPHB1_921_933,641129101,4,1.0
6,4,EPHB1_921_933,641129101,4,0.0
6,4,EPHB1_921_933,641129101,4,1.0
